100 495
61 13
77 25
73 47
98 15
58 54
97 51
90 53
90 50
100 94
84 46
78 68
100 97
95 24
98 92
95 1
86 13
64 10
100 95
57 5
51 13
94 82
86 24
66 5
61 33
49 48
47 37
97 77
17 4
73 32
50 36
33 10
35 29
96 54
56 29
74 25
27 4
62 48
71 22
23 18
54 35
88 21
86 52
99 11
40 30
50 49
48 27
67 26
83 55
94 88
84 54
52 4
81 5
97 6
29 26
66 25
57 12
100 88
97 33
56 17
67 23
87 49
83 45
87 4
4 2
34 30
62 40
94 20
32 29
87 70
72 16
95 62
82 47
20 12
65 4
37 29
95 21
93 11
31 7
51 26
54 19
65 9
71 2
95 91
81 10
43 28
100 90
83 12
23 4
83 21
98 84
90 1
51 39
97 15
61 55
68 5
73 41
17 7
67 36
59 1
59 5
87 32
87 38
36 13
45 17
39 12
75 19
69 47
77 51
54 28
99 69
93 8
93 41
95 93
92 69
56 55
53 46
52 14
60 22
96 67
76 68
73 62
74 56
24 23
95 11
99 54
79 53
89 87
91 23
99 13
49 9
64 52
91 51
88 18
58 7
69 46
48 34
68 22
97 84
64 46
57 40
47 44
63 61
100 13
92 36
71 41
63 1
6 1
66 1
59 13
42 38
34 19
55 35
37 9
68 64
19 5
70 51
66 14
64 61
58 25
47 17
93 19
76 45
32 26
63 32
58 15
76 56
38 4
79 7
42 15
87 65
90 26
87 43
64 40
67 48
84 36
83 68
80 73
43 18
76 31
94 30
43 16
67 12
34 3
15 14
46 27
59 30
59 56
65 35
97 26
37 18
84 17
61 31
100 14
64 47
53 35
89 20
79 76
61 26
74 68
96 78
54 29
83 34
43 10
51 41
62 20
80 12
31 10
61 34
45 38
84 61
64 9
75 46
45 31
94 81
78 69
99 95
42 41
94 50
98 30
25 16
96 82
14 7
48 33
84 11
80 42
69 42
65 27
80 79
21 20
96 44
38 22
65 46
88 34
97 94
48 19
94 3
32 13
88 53
95 23
98 21
97 14
75 56
75 24
76 48
58 42
32 1
42 35
88 25
45 25
93 39
44 40
98 11
90 45
4 1
44 4
96 84
69 30
94 33
57 10
66 33
77 42
94 12
69 52
78 61
79 57
65 1
80 47
89 38
16 5
52 16
73 25
91 19
90 71
55 20
85 62
25 4
75 42
89 83
33 18
76 71
97 37
96 72
83 36
60 41
49 1
84 16
100 26
81 51
95 88
78 76
78 51
63 55
40 36
92 72
41 5
67 42
18 6
99 57
67 10
47 4
58 36
68 67
11 9
44 18
74 49
96 83
56 32
95 74
26 10
90 46
14 10
47 6
29 14
61 59
55 54
88 11
95 16
75 2
77 72
75 36
76 4
68 44
77 55
78 41
57 2
67 5
81 20
61 43
79 16
27 3
88 2
47 39
95 73
69 14
93 84
49 24
53 16
71 32
40 3
34 13
82 16
47 18
51 44
59 48
46 8
53 18
28 5
56 8
92 18
73 10
93 56
96 23
59 6
72 61
95 87
61 5
96 20
37 6
85 24
42 27
80 63
27 22
81 28
83 13
84 15
54 53
89 13
68 41
99 63
88 4
92 29
94 91
64 31
93 18
8 1
76 7
91 78
38 11
60 4
67 51
98 87
96 39
76 24
61 52
81 74
61 7
63 44
95 61
100 74
51 30
78 65
42 34
86 49
77 8
81 31
86 70
25 3
92 85
61 50
88 5
99 24
95 6
97 54
87 77
33 13
86 7
94 52
93 92
54 25
94 7
38 2
16 11
100 10
54 44
52 35
50 42
67 27
88 45
76 25
52 9
87 85
70 44
95 29
24 19
53 43
26 21
90 22
47 15
60 35
21 18
73 17
93 6
50 10
85 47
82 34
72 5
97 11
64 23
79 3
51 2
67 39
99 45
65 56
73 57
100 23
12 1
28 9
61 28
65 44
59 11
53 34
40 26
94 9
93 60
82 26
97 93
77 36
47 11
77 31
26 15
93 71
78 22
95 18
34 11
68 45
76 54
3 1
81 9
37 10
96 34
26 3
74 23
24 15
97 17
84 8
87 27
85 23
50 3
63 23
67 29
39 31
35 31
56 28
42 8
59 41
42 24
98 63
38 30
91 89
77 59
57 48
71 42
98 82
90 13
68 2
