100 1485
51 24
59 4
58 11
73 36
68 23
93 4
75 42
55 8
85 46
65 47
81 44
90 41
20 14
90 81
97 56
75 63
88 19
72 57
88 28
46 19
91 15
95 7
34 6
97 80
79 12
44 15
85 29
58 38
63 56
53 38
97 72
60 41
22 21
60 12
92 15
61 15
77 67
52 46
61 25
72 35
50 45
84 15
83 68
71 66
24 9
77 65
71 70
81 71
89 39
99 90
60 42
78 40
58 30
73 41
55 14
25 21
85 74
69 48
68 47
100 34
88 26
82 40
56 49
69 14
75 13
53 9
75 61
48 5
41 31
54 47
81 70
72 14
62 59
78 70
95 4
91 40
81 46
70 13
67 40
79 37
76 45
90 47
63 37
92 90
16 4
46 30
96 73
45 7
98 48
76 47
41 4
99 29
36 3
77 61
49 24
44 25
74 16
98 41
81 16
98 20
90 85
81 43
76 43
33 9
74 62
96 91
93 68
55 22
88 51
36 7
83 6
71 27
51 50
97 6
95 66
91 5
94 87
49 40
98 30
88 45
63 4
60 44
100 80
94 1
87 12
89 35
60 21
100 20
68 60
71 59
42 7
96 33
95 60
78 63
66 22
87 4
57 36
59 54
82 81
67 16
99 51
65 57
90 87
49 4
59 14
42 34
94 63
68 63
81 27
44 12
33 21
37 14
58 50
94 59
77 56
62 61
58 35
43 14
91 43
29 27
80 40
31 3
94 74
88 6
63 43
81 53
40 12
98 61
63 16
54 31
25 8
99 88
35 33
30 22
39 34
46 10
79 27
83 55
88 65
36 18
84 26
67 13
95 16
90 61
52 21
32 11
73 67
32 22
88 79
69 37
69 34
51 26
82 7
89 75
33 7
54 15
35 34
79 52
53 47
31 14
66 33
62 46
100 13
85 20
80 13
55 4
97 74
60 9
94 16
97 47
83 76
63 28
69 6
60 2
38 19
38 6
75 71
90 86
88 16
73 38
86 17
100 92
85 33
41 9
15 6
90 68
98 35
29 5
59 8
66 21
54 40
72 62
47 2
66 26
62 36
49 31
69 11
46 15
45 16
97 78
36 6
64 21
67 48
83 46
43 9
97 90
65 27
25 17
74 20
61 52
35 25
92 5
56 15
38 34
64 55
24 3
77 52
48 20
61 6
91 14
68 12
94 67
93 17
83 77
51 34
69 62
87 17
19 5
80 71
27 9
20 15
93 29
87 46
23 21
71 46
29 18
96 61
100 66
69 45
53 37
62 4
74 69
85 4
89 49
