50 122
30 12
48 16
49 16
18 15
47 10
48 20
18 11
25 12
40 37
24 16
31 3
18 13
41 31
50 41
46 20
18 9
31 21
36 16
38 13
37 14
48 36
20 13
36 29
41 11
50 46
36 19
45 12
32 20
34 24
10 9
13 5
35 34
30 26
45 37
23 18
43 4
26 18
44 12
14 11
46 18
35 29
50 28
41 23
23 9
32 18
49 38
41 32
8 2
23 15
49 30
25 17
24 17
50 5
44 23
22 2
42 36
47 26
47 7
32 13
20 18
44 14
22 7
44 36
45 11
16 6
47 18
17 3
33 14
49 14
24 22
46 27
47 3
41 25
43 15
32 15
45 3
35 3
48 13
26 2
36 4
28 23
23 13
42 13
49 32
40 3
40 9
49 37
42 20
39 16
31 30
26 19
43 23
39 34
34 22
43 5
33 1
11 1
47 9
47 20
35 23
48 29
22 11
21 6
12 7
37 25
26 6
26 3
37 36
7 3
45 23
28 22
38 34
23 19
44 8
29 13
45 31
39 22
29 5
50 30
24 8
47 1
21 3
