100 2475
69 1
60 15
37 2
52 26
53 3
92 16
71 27
99 64
72 16
81 74
92 58
81 52
93 38
92 35
99 54
69 39
92 68
80 21
52 40
70 65
95 72
85 14
90 11
6 3
62 37
97 73
79 74
53 39
58 11
96 80
52 51
83 20
24 14
71 47
58 18
92 5
90 33
97 19
72 43
56 21
30 16
88 30
98 19
44 37
26 10
22 5
83 5
61 42
87 10
50 2
84 41
35 3
67 27
66 22
83 68
96 18
72 3
73 11
94 58
28 23
51 29
50 42
64 24
60 21
55 47
94 29
65 27
87 44
74 44
67 5
78 68
81 9
91 12
77 23
55 18
95 19
22 21
78 36
72 66
96 8
35 8
64 60
93 60
78 70
30 27
55 49
31 13
70 11
82 16
45 31
66 48
55 28
86 63
78 7
90 4
91 15
47 5
85 64
33 25
51 12
98 48
84 28
59 53
81 5
73 8
65 53
69 46
55 8
81 21
79 26
30 13
85 38
92 3
37 13
94 48
59 45
84 14
49 1
94 57
92 78
69 29
52 22
76 59
79 64
30 26
63 58
92 50
78 20
24 22
69 41
96 64
33 20
60 30
88 51
43 8
59 13
40 17
93 27
78 21
76 31
83 72
34 23
81 36
58 54
79 58
55 1
97 16
79 3
54 22
77 45
77 56
26 13
13 1
51 2
98 55
64 23
69 11
39 36
77 54
65 42
56 47
75 60
75 65
83 40
23 4
83 24
91 39
52 25
64 38
58 9
81 7
51 4
38 11
95 45
97 42
95 62
58 33
92 18
94 79
81 64
37 7
97 15
93 34
92 41
98 58
75 57
46 35
58 43
62 57
26 14
78 43
64 53
66 10
67 44
43 6
89 32
67 9
40 7
61 21
83 7
77 59
59 32
77 70
84 45
55 42
18 13
89 9
89 79
82 10
23 19
98 47
78 40
61 4
97 6
32 11
87 82
70 7
65 46
60 57
82 6
61 38
60 1
56 24
91 11
97 51
60 40
24 7
83 13
91 5
78 24
73 1
59 26
79 45
39 1
61 28
67 33
96 91
76 12
81 80
38 8
71 60
81 69
61 24
58 51
100 29
77 2
100 32
31 9
84 53
83 28
56 16
79 71
86 1
74 23
86 73
62 19
72 8
98 50
73 51
87 79
66 4
26 1
35 27
89 54
21 7
81 72
89 68
93 75
86 11
79 15
48 33
67 11
39 10
71 3
54 1
43 32
65 40
70 51
81 10
83 19
27 26
70 47
63 15
63 38
84 48
71 48
91 42
75 17
98 43
9 2
54 51
16 8
59 10
82 59
52 10
46 29
55 22
80 19
92 9
67 15
60 42
96 71
72 24
100 74
31 3
67 60
90 86
61 56
100 16
45 35
86 5
23 6
63 9
28 15
78 48
14 10
58 35
92 75
95 79
78 63
67 13
29 10
74 64
90 9
88 16
85 7
16 14
58 5
64 36
71 51
91 67
43 22
90 32
72 62
40 3
29 12
100 31
36 16
54 48
73 9
72 30
88 14
71 57
44 11
56 35
71 45
83 61
41 4
40 34
63 41
87 43
98 93
64 22
59 43
82 25
27 13
90 76
34 10
91 44
72 36
63 30
49 42
22 19
64 2
92 70
11 4
76 7
87 35
63 3
40 9
47 17
53 23
30 10
51 19
69 3
86 59
79 13
87 58
97 49
82 80
80 65
18 4
100 21
11 5
91 48
60 7
91 60
99 18
77 15
89 1
98 18
69 2
77 44
89 73
85 50
69 18
40 35
69 10
98 29
47 16
76 25
87 49
54 17
89 24
72 11
71 23
31 5
56 9
69 15
61 47
89 84
59 41
99 67
83 67
47 30
91 63
78 46
86 23
49 40
32 30
75 39
95 63
62 43
80 37
91 64
44 36
69 20
99 15
8 1
37 33
94 10
56 17
6 4
99 52
57 44
71 9
79 62
42 10
59 11
75 4
63 18
92 46
18 3
95 66
79 34
87 20
69 51
58 26
96 35
65 26
43 33
45 42
25 17
82 4
45 37
20 17
28 24
78 26
81 39
90 72
77 48
80 64
63 37
78 38
83 26
75 45
10 3
27 19
91 65
100 33
79 68
66 43
77 57
46 5
88 46
80 77
69 54
85 65
27 1
85 33
94 20
68 66
68 8
83 32
76 11
61 35
86 69
47 20
66 11
60 37
80 75
94 36
95 39
97 66
58 25
52 35
55 29
92 2
96 81
99 66
44 32
65 32
20 9
92 44
65 41
97 52
96 40
72 45
66 55
97 92
94 6
55 5
54 47
67 46
74 50
73 69
67 48
58 12
21 18
65 19
25 20
97 76
95 37
60 41
46 17
28 1
36 23
37 1
37 10
37 8
75 52
95 15
61 1
84 58
5 4
78 55
85 47
49 43
96 70
91 52
56 8
59 7
47 10
65 49
38 26
71 14
74 40
80 59
64 59
58 21
43 35
39 5
78 4
75 16
99 48
60 3
100 45
61 59
74 26
52 30
56 13
85 2
60 58
62 27
98 73
80 56
91 80
99 34
55 32
64 31
70 49
55 54
100 28
34 32
88 3
73 45
19 13
70 15
84 51
65 62
53 15
93 9
56 50
11 9
56 12
40 38
70 62
100 49
71 5
33 27
94 45
38 6
61 57
96 30
96 10
95 83
72 55
47 43
46 38
100 39
94 47
75 46
65 17
90 66
75 55
72 68
39 25
93 3
71 44
61 18
46 23
91 28
74 11
59 36
51 25
95 9
46 7
94 87
84 17
71 69
87 18
97 65
79 60
93 30
92 88
36 33
83 15
88 58
54 16
35 23
55 39
54 14
32 6
100 70
86 79
76 45
91 24
46 13
87 5
26 25
70 8
62 25
83 51
50 3
33 24
78 15
89 51
84 22
55 40
76 17
36 7
66 44
32 10
65 56
68 64
45 17
93 28
85 82
28 19
67 57
90 42
42 23
58 3
76 42
86 10
44 27
62 14
61 20
93 29
85 71
92 85
26 22
97 41
89 70
85 80
70 32
85 60
38 29
97 26
64 27
95 49
100 58
100 2
33 16
40 10
93 40
79 16
66 47
99 28
81 22
94 22
87 16
79 63
70 56
62 32
57 21
96 59
29 23
92 39
65 39
93 16
95 53
73 53
88 45
19 4
59 20
89 47
93 58
96 21
78 49
34 12
77 35
30 6
76 71
69 40
98 69
68 48
66 3
43 9
75 32
71 53
84 24
18 14
77 27
64 34
60 46
52 18
95 90
56 23
83 62
78 73
40 26
95 85
78 53
80 8
89 59
45 23
83 64
58 45
53 42
31 14
66 54
37 34
39 28
78 29
71 25
84 61
80 53
28 11
37 24
83 78
55 4
99 27
66 36
74 31
27 4
31 8
68 26
38 20
39 14
38 31
43 14
75 66
22 4
59 44
58 20
66 53
77 39
42 31
88 62
70 37
74 14
40 28
64 47
99 7
96 72
91 85
59 30
52 4
53 44
75 21
32 1
45 21
49 29
79 20
62 58
99 43
87 63
60 14
87 14
84 15
63 53
78 37
73 47
78 77
68 2
82 35
54 30
95 22
91 38
52 43
70 16
94 64
94 24
84 75
81 62
94 37
93 71
70 44
82 50
34 9
53 37
46 39
82 60
49 10
89 44
72 47
60 11
89 42
88 42
47 46
64 28
74 71
25 3
79 77
40 19
99 95
75 26
97 64
55 53
100 14
87 13
99 55
85 26
92 11
94 61
90 70
94 51
58 7
95 56
73 2
82 78
63 31
90 68
95 13
26 3
95 1
59 28
74 37
88 64
97 68
77 11
66 34
88 35
51 21
100 98
75 10
37 4
74 18
99 23
80 33
34 13
38 15
36 4
69 48
99 37
83 57
99 5
63 51
72 37
61 3
87 9
81 44
68 24
57 28
61 32
99 21
50 38
76 66
38 30
71 7
49 27
72 4
29 9
43 11
64 5
62 26
95 20
64 4
47 2
77 64
48 8
76 41
62 10
84 25
45 27
60 20
51 8
19 11
74 54
92 12
23 17
85 6
52 3
49 32
79 52
69 17
95 34
40 36
95 87
83 82
82 77
25 21
74 61
80 73
52 17
99 97
79 43
48 42
98 13
88 36
7 2
37 12
92 63
60 5
45 16
80 45
91 84
72 60
58 6
59 15
76 21
22 15
28 20
94 38
76 13
100 17
80 69
55 52
71 41
12 5
23 9
58 40
57 8
88 26
67 58
95 30
44 22
72 40
44 10
27 22
98 78
80 26
64 56
93 53
70 17
90 30
62 61
82 32
87 45
28 26
70 64
13 3
99 93
84 5
30 4
95 42
68 61
32 20
62 1
84 77
98 61
77 49
95 44
70 68
55 34
86 19
97 37
72 46
27 17
72 42
49 7
74 32
63 22
95 80
76 36
80 2
78 61
11 10
83 81
68 16
58 24
74 60
92 15
42 30
67 29
98 60
32 18
81 35
35 30
64 26
89 48
88 29
29 13
34 28
69 4
96 76
88 47
36 32
60 49
98 71
70 12
77 72
88 57
85 17
80 60
68 27
55 27
63 60
91 23
97 81
25 19
35 25
91 54
35 18
64 45
65 37
77 76
92 89
93 80
87 54
23 16
69 50
89 18
97 33
36 24
62 18
96 95
50 18
51 31
56 31
57 27
94 11
42 33
84 13
87 33
87 50
95 51
96 20
53 6
70 30
83 66
73 39
9 4
97 74
75 29
64 3
4 2
62 17
67 3
82 7
38 37
41 15
66 58
93 31
75 38
86 42
81 8
80 39
93 47
7 5
93 52
83 27
98 30
87 55
59 48
59 49
81 48
22 10
98 76
89 60
73 19
56 38
17 13
64 62
84 18
34 31
37 17
25 2
54 35
58 28
77 31
69 23
100 97
75 70
85 56
97 58
66 23
22 11
99 92
13 10
76 67
44 33
71 62
42 6
63 26
93 89
81 2
83 17
67 35
32 19
47 18
80 67
88 83
62 44
50 9
84 27
98 79
36 21
81 18
53 32
93 6
39 2
53 36
46 27
99 85
75 11
100 43
96 41
90 7
43 7
39 6
31 6
95 69
96 19
67 43
48 9
51 46
97 32
57 25
98 86
37 32
84 36
60 17
79 56
82 26
47 35
59 52
54 41
22 6
8 3
100 85
82 68
97 7
81 49
70 59
75 19
76 9
32 26
99 76
77 5
57 7
85 77
80 22
24 1
78 39
100 57
72 14
97 38
92 53
100 13
99 62
77 1
93 44
46 12
97 4
41 2
84 11
54 18
80 40
63 23
75 42
63 19
91 72
55 33
57 42
68 53
85 43
100 89
90 67
62 36
56 33
87 21
87 81
58 29
92 33
89 82
65 20
37 18
69 16
60 6
56 25
49 48
63 44
48 21
99 70
68 34
83 42
43 12
95 75
83 1
81 76
42 24
84 30
43 42
43 23
39 9
21 9
44 7
31 1
96 62
22 2
94 1
85 36
14 12
98 90
61 22
73 32
63 62
69 34
57 23
81 20
65 12
33 29
27 5
79 59
39 4
55 21
90 89
41 23
99 45
66 14
88 59
86 37
50 16
97 44
58 8
24 15
49 34
51 1
90 50
98 75
63 29
98 95
80 14
63 57
85 22
17 16
84 56
63 59
46 16
59 4
34 4
76 34
83 49
100 61
42 36
13 12
33 11
86 15
79 39
65 25
97 54
100 19
36 15
68 43
92 25
90 17
98 12
52 1
94 73
62 2
32 7
77 52
73 6
74 20
